building,floor,room,coordinate_1_label,coordinate_1_indicator,coordinate_2_label,coordinate_2_indicator,coordinate_3_label,coordinate_3_indicator,uri
MLK Library,A Level,A-32,Row,B,Section,01,Shelf,a,/locations/2585
MLK Library,A Level,A-32,Row,B,Section,01,Shelf,b,/locations/2586
MLK Library,A Level,A-32,Row,B,Section,01,Shelf,c,/locations/2587
MLK Library,A Level,A-32,Row,B,Section,01,Shelf,d,/locations/2588
MLK Library,A Level,A-32,Row,B,Section,01,Shelf,e,/locations/2589
MLK Library,A Level,A-32,Row,B,Section,01,Shelf,f,/locations/2590
MLK Library,A Level,A-32,Row,B,Section,01,Shelf,g,/locations/2591
MLK Library,A Level,A-32,Row,B,Section,01,Shelf,h,/locations/2592
MLK Library,A Level,A-32,Row,B,Section,02,Shelf,a,/locations/2593
MLK Library,A Level,A-32,Row,B,Section,02,Shelf,b,/locations/2594
MLK Library,A Level,A-32,Row,B,Section,02,Shelf,c,/locations/2595
MLK Library,A Level,A-32,Row,B,Section,02,Shelf,d,/locations/2596
MLK Library,A Level,A-32,Row,B,Section,02,Shelf,e,/locations/2597
MLK Library,A Level,A-32,Row,B,Section,02,Shelf,f,/locations/2598
MLK Library,A Level,A-32,Row,B,Section,02,Shelf,g,/locations/2599
MLK Library,A Level,A-32,Row,B,Section,02,Shelf,h,/locations/2600
MLK Library,A Level,A-32,Row,B,Section,03,Shelf,a,/locations/2601
MLK Library,A Level,A-32,Row,B,Section,03,Shelf,b,/locations/2602
MLK Library,A Level,A-32,Row,B,Section,03,Shelf,c,/locations/2603
MLK Library,A Level,A-32,Row,B,Section,03,Shelf,d,/locations/2604
MLK Library,A Level,A-32,Row,B,Section,03,Shelf,e,/locations/2605
MLK Library,A Level,A-32,Row,B,Section,03,Shelf,f,/locations/2606
MLK Library,A Level,A-32,Row,B,Section,03,Shelf,g,/locations/2607
MLK Library,A Level,A-32,Row,B,Section,03,Shelf,h,/locations/2608
MLK Library,A Level,A-32,Row,B,Section,04,Shelf,a,/locations/2609
MLK Library,A Level,A-32,Row,B,Section,04,Shelf,b,/locations/2610
MLK Library,A Level,A-32,Row,B,Section,04,Shelf,c,/locations/2611
MLK Library,A Level,A-32,Row,B,Section,04,Shelf,d,/locations/2612
MLK Library,A Level,A-32,Row,B,Section,04,Shelf,e,/locations/2613
MLK Library,A Level,A-32,Row,B,Section,04,Shelf,f,/locations/2614
MLK Library,A Level,A-32,Row,B,Section,04,Shelf,g,/locations/2615
MLK Library,A Level,A-32,Row,B,Section,04,Shelf,h,/locations/2616
MLK Library,A Level,A-32,Row,B,Section,05,Shelf,a,/locations/2617
MLK Library,A Level,A-32,Row,B,Section,05,Shelf,b,/locations/2618
MLK Library,A Level,A-32,Row,B,Section,05,Shelf,c,/locations/2619
MLK Library,A Level,A-32,Row,B,Section,05,Shelf,d,/locations/2620
MLK Library,A Level,A-32,Row,B,Section,05,Shelf,e,/locations/2621
MLK Library,A Level,A-32,Row,B,Section,05,Shelf,f,/locations/2622
MLK Library,A Level,A-32,Row,B,Section,05,Shelf,g,/locations/2623
MLK Library,A Level,A-32,Row,B,Section,05,Shelf,h,/locations/2624
MLK Library,A Level,A-32,Row,B,Section,06,Shelf,a,/locations/2625
MLK Library,A Level,A-32,Row,B,Section,06,Shelf,b,/locations/2626
MLK Library,A Level,A-32,Row,B,Section,06,Shelf,c,/locations/2627
MLK Library,A Level,A-32,Row,B,Section,06,Shelf,d,/locations/2628
MLK Library,A Level,A-32,Row,B,Section,06,Shelf,e,/locations/2629
MLK Library,A Level,A-32,Row,B,Section,06,Shelf,f,/locations/2630
MLK Library,A Level,A-32,Row,B,Section,06,Shelf,g,/locations/2631
MLK Library,A Level,A-32,Row,B,Section,06,Shelf,h,/locations/2632
MLK Library,A Level,A-32,Row,B,Section,07,Shelf,a,/locations/2633
MLK Library,A Level,A-32,Row,B,Section,07,Shelf,b,/locations/2634
MLK Library,A Level,A-32,Row,B,Section,07,Shelf,c,/locations/2635
MLK Library,A Level,A-32,Row,B,Section,07,Shelf,d,/locations/2636
MLK Library,A Level,A-32,Row,B,Section,07,Shelf,e,/locations/2637
MLK Library,A Level,A-32,Row,B,Section,07,Shelf,f,/locations/2638
MLK Library,A Level,A-32,Row,B,Section,07,Shelf,g,/locations/2639
MLK Library,A Level,A-32,Row,B,Section,07,Shelf,h,/locations/2640
MLK Library,A Level,A-32,Row,B,Section,08,Shelf,a,/locations/2641
MLK Library,A Level,A-32,Row,B,Section,08,Shelf,b,/locations/2642
MLK Library,A Level,A-32,Row,B,Section,08,Shelf,c,/locations/2643
MLK Library,A Level,A-32,Row,B,Section,08,Shelf,d,/locations/2644
MLK Library,A Level,A-32,Row,B,Section,08,Shelf,e,/locations/2645
MLK Library,A Level,A-32,Row,B,Section,08,Shelf,f,/locations/2646
MLK Library,A Level,A-32,Row,B,Section,08,Shelf,g,/locations/2647
MLK Library,A Level,A-32,Row,B,Section,08,Shelf,h,/locations/2648
MLK Library,A Level,A-32,Row,B,Section,09,Shelf,a,/locations/2649
MLK Library,A Level,A-32,Row,B,Section,09,Shelf,b,/locations/2650
MLK Library,A Level,A-32,Row,B,Section,09,Shelf,c,/locations/2651
MLK Library,A Level,A-32,Row,B,Section,09,Shelf,d,/locations/2652
MLK Library,A Level,A-32,Row,B,Section,09,Shelf,e,/locations/2653
MLK Library,A Level,A-32,Row,B,Section,09,Shelf,f,/locations/2654
MLK Library,A Level,A-32,Row,B,Section,09,Shelf,g,/locations/2655
MLK Library,A Level,A-32,Row,B,Section,09,Shelf,h,/locations/2656
MLK Library,A Level,A-32,Row,B,Section,10,Shelf,a,/locations/2657
MLK Library,A Level,A-32,Row,B,Section,10,Shelf,b,/locations/2658
MLK Library,A Level,A-32,Row,B,Section,10,Shelf,c,/locations/2659
MLK Library,A Level,A-32,Row,B,Section,10,Shelf,d,/locations/2660
MLK Library,A Level,A-32,Row,B,Section,10,Shelf,e,/locations/2661
MLK Library,A Level,A-32,Row,B,Section,10,Shelf,f,/locations/2662
MLK Library,A Level,A-32,Row,B,Section,10,Shelf,g,/locations/2663
MLK Library,A Level,A-32,Row,B,Section,10,Shelf,h,/locations/2664
MLK Library,A Level,A-32,Row,B,Section,11,Shelf,a,/locations/2665
MLK Library,A Level,A-32,Row,B,Section,11,Shelf,b,/locations/2666
MLK Library,A Level,A-32,Row,B,Section,11,Shelf,c,/locations/2667
MLK Library,A Level,A-32,Row,B,Section,11,Shelf,d,/locations/2668
MLK Library,A Level,A-32,Row,B,Section,11,Shelf,e,/locations/2669
MLK Library,A Level,A-32,Row,B,Section,11,Shelf,f,/locations/2670
MLK Library,A Level,A-32,Row,B,Section,11,Shelf,g,/locations/2671
MLK Library,A Level,A-32,Row,B,Section,11,Shelf,h,/locations/2672
MLK Library,A Level,A-32,Row,B,Section,12,Shelf,a,/locations/2673
MLK Library,A Level,A-32,Row,B,Section,12,Shelf,b,/locations/2674
MLK Library,A Level,A-32,Row,B,Section,12,Shelf,c,/locations/2675
MLK Library,A Level,A-32,Row,B,Section,12,Shelf,d,/locations/2676
MLK Library,A Level,A-32,Row,B,Section,12,Shelf,e,/locations/2677
MLK Library,A Level,A-32,Row,B,Section,12,Shelf,f,/locations/2678
MLK Library,A Level,A-32,Row,B,Section,12,Shelf,g,/locations/2679
MLK Library,A Level,A-32,Row,B,Section,12,Shelf,h,/locations/2680
MLK Library,A Level,A-32,Row,B,Section,13,Shelf,a,/locations/2681
MLK Library,A Level,A-32,Row,B,Section,13,Shelf,b,/locations/2682
MLK Library,A Level,A-32,Row,B,Section,13,Shelf,c,/locations/2683
MLK Library,A Level,A-32,Row,B,Section,13,Shelf,d,/locations/2684
MLK Library,A Level,A-32,Row,B,Section,13,Shelf,e,/locations/2685
MLK Library,A Level,A-32,Row,B,Section,13,Shelf,f,/locations/2686
MLK Library,A Level,A-32,Row,B,Section,13,Shelf,g,/locations/2687
MLK Library,A Level,A-32,Row,B,Section,13,Shelf,h,/locations/2688
MLK Library,A Level,A-32,Row,B,Section,14,Shelf,a,/locations/2689
MLK Library,A Level,A-32,Row,B,Section,14,Shelf,b,/locations/2690
MLK Library,A Level,A-32,Row,B,Section,14,Shelf,c,/locations/2691
MLK Library,A Level,A-32,Row,B,Section,14,Shelf,d,/locations/2692
MLK Library,A Level,A-32,Row,B,Section,14,Shelf,e,/locations/2693
MLK Library,A Level,A-32,Row,B,Section,14,Shelf,f,/locations/2694
MLK Library,A Level,A-32,Row,B,Section,14,Shelf,g,/locations/2695
MLK Library,A Level,A-32,Row,B,Section,14,Shelf,h,/locations/2696
MLK Library,A Level,A-32,Row,B,Section,15,Shelf,a,/locations/2697
MLK Library,A Level,A-32,Row,B,Section,15,Shelf,b,/locations/2698
MLK Library,A Level,A-32,Row,B,Section,15,Shelf,c,/locations/2699
MLK Library,A Level,A-32,Row,B,Section,15,Shelf,d,/locations/2700
MLK Library,A Level,A-32,Row,B,Section,15,Shelf,e,/locations/2701
MLK Library,A Level,A-32,Row,B,Section,15,Shelf,f,/locations/2702
MLK Library,A Level,A-32,Row,B,Section,15,Shelf,g,/locations/2703
MLK Library,A Level,A-32,Row,B,Section,15,Shelf,h,/locations/2704
MLK Library,A Level,A-32,Row,B,Section,16,Shelf,a,/locations/2705
MLK Library,A Level,A-32,Row,B,Section,16,Shelf,b,/locations/2706
MLK Library,A Level,A-32,Row,B,Section,16,Shelf,c,/locations/2707
MLK Library,A Level,A-32,Row,B,Section,16,Shelf,d,/locations/2708
MLK Library,A Level,A-32,Row,B,Section,16,Shelf,e,/locations/2709
MLK Library,A Level,A-32,Row,B,Section,16,Shelf,f,/locations/2710
MLK Library,A Level,A-32,Row,B,Section,16,Shelf,g,/locations/2711
MLK Library,A Level,A-32,Row,B,Section,16,Shelf,h,/locations/2712
MLK Library,A Level,A-32,Row,B,Section,17,Shelf,a,/locations/2713
MLK Library,A Level,A-32,Row,B,Section,17,Shelf,b,/locations/2714
MLK Library,A Level,A-32,Row,B,Section,17,Shelf,c,/locations/2715
MLK Library,A Level,A-32,Row,B,Section,17,Shelf,d,/locations/2716
MLK Library,A Level,A-32,Row,B,Section,17,Shelf,e,/locations/2717
MLK Library,A Level,A-32,Row,B,Section,17,Shelf,f,/locations/2718
MLK Library,A Level,A-32,Row,B,Section,17,Shelf,g,/locations/2719
MLK Library,A Level,A-32,Row,B,Section,17,Shelf,h,/locations/2720
MLK Library,A Level,A-32,Row,B,Section,18,Shelf,a,/locations/2721
MLK Library,A Level,A-32,Row,B,Section,18,Shelf,b,/locations/2722
MLK Library,A Level,A-32,Row,B,Section,18,Shelf,c,/locations/2723
MLK Library,A Level,A-32,Row,B,Section,18,Shelf,d,/locations/2724
MLK Library,A Level,A-32,Row,B,Section,18,Shelf,e,/locations/2725
MLK Library,A Level,A-32,Row,B,Section,18,Shelf,f,/locations/2726
MLK Library,A Level,A-32,Row,B,Section,18,Shelf,g,/locations/2727
MLK Library,A Level,A-32,Row,B,Section,18,Shelf,h,/locations/2728
MLK Library,A Level,A-32,Row,B,Section,19,Shelf,a,/locations/2729
MLK Library,A Level,A-32,Row,B,Section,19,Shelf,b,/locations/2730
MLK Library,A Level,A-32,Row,B,Section,19,Shelf,c,/locations/2731
MLK Library,A Level,A-32,Row,B,Section,19,Shelf,d,/locations/2732
MLK Library,A Level,A-32,Row,B,Section,19,Shelf,e,/locations/2733
MLK Library,A Level,A-32,Row,B,Section,19,Shelf,f,/locations/2734
MLK Library,A Level,A-32,Row,B,Section,19,Shelf,g,/locations/2735
MLK Library,A Level,A-32,Row,B,Section,19,Shelf,h,/locations/2736
MLK Library,A Level,A-32,Row,B,Section,20,Shelf,a,/locations/2737
MLK Library,A Level,A-32,Row,B,Section,20,Shelf,b,/locations/2738
MLK Library,A Level,A-32,Row,B,Section,20,Shelf,c,/locations/2739
MLK Library,A Level,A-32,Row,B,Section,20,Shelf,d,/locations/2740
MLK Library,A Level,A-32,Row,B,Section,20,Shelf,e,/locations/2741
MLK Library,A Level,A-32,Row,B,Section,20,Shelf,f,/locations/2742
MLK Library,A Level,A-32,Row,B,Section,20,Shelf,g,/locations/2743
MLK Library,A Level,A-32,Row,B,Section,20,Shelf,h,/locations/2744
MLK Library,A Level,A-32,Row,B,Section,21,Shelf,a,/locations/2745
MLK Library,A Level,A-32,Row,B,Section,21,Shelf,b,/locations/2746
MLK Library,A Level,A-32,Row,B,Section,21,Shelf,c,/locations/2747
MLK Library,A Level,A-32,Row,B,Section,21,Shelf,d,/locations/2748
MLK Library,A Level,A-32,Row,B,Section,21,Shelf,e,/locations/2749
MLK Library,A Level,A-32,Row,B,Section,21,Shelf,f,/locations/2750
MLK Library,A Level,A-32,Row,B,Section,21,Shelf,g,/locations/2751
MLK Library,A Level,A-32,Row,B,Section,21,Shelf,h,/locations/2752
MLK Library,A Level,A-32,Row,B,Section,22,Shelf,a,/locations/2753
MLK Library,A Level,A-32,Row,B,Section,22,Shelf,b,/locations/2754
MLK Library,A Level,A-32,Row,B,Section,22,Shelf,c,/locations/2755
MLK Library,A Level,A-32,Row,B,Section,22,Shelf,d,/locations/2756
MLK Library,A Level,A-32,Row,B,Section,22,Shelf,e,/locations/2757
MLK Library,A Level,A-32,Row,B,Section,22,Shelf,f,/locations/2758
MLK Library,A Level,A-32,Row,B,Section,22,Shelf,g,/locations/2759
MLK Library,A Level,A-32,Row,B,Section,22,Shelf,h,/locations/2760
MLK Library,A Level,A-32,Row,B,Section,23,Shelf,a,/locations/2761
MLK Library,A Level,A-32,Row,B,Section,23,Shelf,b,/locations/2762
MLK Library,A Level,A-32,Row,B,Section,23,Shelf,c,/locations/2763
MLK Library,A Level,A-32,Row,B,Section,23,Shelf,d,/locations/2764
MLK Library,A Level,A-32,Row,B,Section,23,Shelf,e,/locations/2765
MLK Library,A Level,A-32,Row,B,Section,23,Shelf,f,/locations/2766
MLK Library,A Level,A-32,Row,B,Section,23,Shelf,g,/locations/2767
MLK Library,A Level,A-32,Row,B,Section,23,Shelf,h,/locations/2768
MLK Library,A Level,A-32,Row,C,Section,01,Shelf,a,/locations/2769
MLK Library,A Level,A-32,Row,C,Section,01,Shelf,b,/locations/2770
MLK Library,A Level,A-32,Row,C,Section,01,Shelf,c,/locations/2771
MLK Library,A Level,A-32,Row,C,Section,01,Shelf,d,/locations/2772
MLK Library,A Level,A-32,Row,C,Section,01,Shelf,e,/locations/2773
MLK Library,A Level,A-32,Row,C,Section,01,Shelf,f,/locations/2774
MLK Library,A Level,A-32,Row,C,Section,01,Shelf,g,/locations/2775
MLK Library,A Level,A-32,Row,C,Section,01,Shelf,h,/locations/2776
MLK Library,A Level,A-32,Row,C,Section,02,Shelf,a,/locations/2777
MLK Library,A Level,A-32,Row,C,Section,02,Shelf,b,/locations/2778
MLK Library,A Level,A-32,Row,C,Section,02,Shelf,c,/locations/2779
MLK Library,A Level,A-32,Row,C,Section,02,Shelf,d,/locations/2780
MLK Library,A Level,A-32,Row,C,Section,02,Shelf,e,/locations/2781
MLK Library,A Level,A-32,Row,C,Section,02,Shelf,f,/locations/2782
MLK Library,A Level,A-32,Row,C,Section,02,Shelf,g,/locations/2783
MLK Library,A Level,A-32,Row,C,Section,02,Shelf,h,/locations/2784
MLK Library,A Level,A-32,Row,C,Section,03,Shelf,a,/locations/2785
MLK Library,A Level,A-32,Row,C,Section,03,Shelf,b,/locations/2786
MLK Library,A Level,A-32,Row,C,Section,03,Shelf,c,/locations/2787
MLK Library,A Level,A-32,Row,C,Section,03,Shelf,d,/locations/2788
MLK Library,A Level,A-32,Row,C,Section,03,Shelf,e,/locations/2789
MLK Library,A Level,A-32,Row,C,Section,03,Shelf,f,/locations/2790
MLK Library,A Level,A-32,Row,C,Section,03,Shelf,g,/locations/2791
MLK Library,A Level,A-32,Row,C,Section,03,Shelf,h,/locations/2792
MLK Library,A Level,A-32,Row,C,Section,04,Shelf,a,/locations/2793
MLK Library,A Level,A-32,Row,C,Section,04,Shelf,b,/locations/2794
MLK Library,A Level,A-32,Row,C,Section,04,Shelf,c,/locations/2795
MLK Library,A Level,A-32,Row,C,Section,04,Shelf,d,/locations/2796
MLK Library,A Level,A-32,Row,C,Section,04,Shelf,e,/locations/2797
MLK Library,A Level,A-32,Row,C,Section,04,Shelf,f,/locations/2798
MLK Library,A Level,A-32,Row,C,Section,04,Shelf,g,/locations/2799
MLK Library,A Level,A-32,Row,C,Section,04,Shelf,h,/locations/2800
MLK Library,A Level,A-32,Row,C,Section,05,Shelf,a,/locations/2801
MLK Library,A Level,A-32,Row,C,Section,05,Shelf,b,/locations/2802
MLK Library,A Level,A-32,Row,C,Section,05,Shelf,c,/locations/2803
MLK Library,A Level,A-32,Row,C,Section,05,Shelf,d,/locations/2804
MLK Library,A Level,A-32,Row,C,Section,05,Shelf,e,/locations/2805
MLK Library,A Level,A-32,Row,C,Section,05,Shelf,f,/locations/2806
MLK Library,A Level,A-32,Row,C,Section,05,Shelf,g,/locations/2807
MLK Library,A Level,A-32,Row,C,Section,05,Shelf,h,/locations/2808
MLK Library,A Level,A-32,Row,C,Section,06,Shelf,a,/locations/2809
MLK Library,A Level,A-32,Row,C,Section,06,Shelf,b,/locations/2810
MLK Library,A Level,A-32,Row,C,Section,06,Shelf,c,/locations/2811
MLK Library,A Level,A-32,Row,C,Section,06,Shelf,d,/locations/2812
MLK Library,A Level,A-32,Row,C,Section,06,Shelf,e,/locations/2813
MLK Library,A Level,A-32,Row,C,Section,06,Shelf,f,/locations/2814
MLK Library,A Level,A-32,Row,C,Section,06,Shelf,g,/locations/2815
MLK Library,A Level,A-32,Row,C,Section,06,Shelf,h,/locations/2816
MLK Library,A Level,A-32,Row,C,Section,07,Shelf,a,/locations/2817
MLK Library,A Level,A-32,Row,C,Section,07,Shelf,b,/locations/2818
MLK Library,A Level,A-32,Row,C,Section,07,Shelf,c,/locations/2819
MLK Library,A Level,A-32,Row,C,Section,07,Shelf,d,/locations/2820
MLK Library,A Level,A-32,Row,C,Section,07,Shelf,e,/locations/2821
MLK Library,A Level,A-32,Row,C,Section,07,Shelf,f,/locations/2822
MLK Library,A Level,A-32,Row,C,Section,07,Shelf,g,/locations/2823
MLK Library,A Level,A-32,Row,C,Section,07,Shelf,h,/locations/2824
MLK Library,A Level,A-32,Row,C,Section,08,Shelf,a,/locations/2825
MLK Library,A Level,A-32,Row,C,Section,08,Shelf,b,/locations/2826
MLK Library,A Level,A-32,Row,C,Section,08,Shelf,c,/locations/2827
MLK Library,A Level,A-32,Row,C,Section,08,Shelf,d,/locations/2828
MLK Library,A Level,A-32,Row,C,Section,08,Shelf,e,/locations/2829
MLK Library,A Level,A-32,Row,C,Section,08,Shelf,f,/locations/2830
MLK Library,A Level,A-32,Row,C,Section,08,Shelf,g,/locations/2831
MLK Library,A Level,A-32,Row,C,Section,08,Shelf,h,/locations/2832
MLK Library,A Level,A-32,Row,C,Section,09,Shelf,a,/locations/2833
MLK Library,A Level,A-32,Row,C,Section,09,Shelf,b,/locations/2834
MLK Library,A Level,A-32,Row,C,Section,09,Shelf,c,/locations/2835
MLK Library,A Level,A-32,Row,C,Section,09,Shelf,d,/locations/2836
MLK Library,A Level,A-32,Row,C,Section,09,Shelf,e,/locations/2837
MLK Library,A Level,A-32,Row,C,Section,09,Shelf,f,/locations/2838
MLK Library,A Level,A-32,Row,C,Section,09,Shelf,g,/locations/2839
MLK Library,A Level,A-32,Row,C,Section,09,Shelf,h,/locations/2840
MLK Library,A Level,A-32,Row,C,Section,10,Shelf,a,/locations/2841
MLK Library,A Level,A-32,Row,C,Section,10,Shelf,b,/locations/2842
MLK Library,A Level,A-32,Row,C,Section,10,Shelf,c,/locations/2843
MLK Library,A Level,A-32,Row,C,Section,10,Shelf,d,/locations/2844
MLK Library,A Level,A-32,Row,C,Section,10,Shelf,e,/locations/2845
MLK Library,A Level,A-32,Row,C,Section,10,Shelf,f,/locations/2846
MLK Library,A Level,A-32,Row,C,Section,10,Shelf,g,/locations/2847
MLK Library,A Level,A-32,Row,C,Section,10,Shelf,h,/locations/2848
MLK Library,A Level,A-32,Row,C,Section,11,Shelf,a,/locations/2849
MLK Library,A Level,A-32,Row,C,Section,11,Shelf,b,/locations/2850
MLK Library,A Level,A-32,Row,C,Section,11,Shelf,c,/locations/2851
MLK Library,A Level,A-32,Row,C,Section,11,Shelf,d,/locations/2852
MLK Library,A Level,A-32,Row,C,Section,11,Shelf,e,/locations/2853
MLK Library,A Level,A-32,Row,C,Section,11,Shelf,f,/locations/2854
MLK Library,A Level,A-32,Row,C,Section,11,Shelf,g,/locations/2855
MLK Library,A Level,A-32,Row,C,Section,11,Shelf,h,/locations/2856
MLK Library,A Level,A-32,Row,C,Section,12,Shelf,a,/locations/2857
MLK Library,A Level,A-32,Row,C,Section,12,Shelf,b,/locations/2858
MLK Library,A Level,A-32,Row,C,Section,12,Shelf,c,/locations/2859
MLK Library,A Level,A-32,Row,C,Section,12,Shelf,d,/locations/2860
MLK Library,A Level,A-32,Row,C,Section,12,Shelf,e,/locations/2861
MLK Library,A Level,A-32,Row,C,Section,12,Shelf,f,/locations/2862
MLK Library,A Level,A-32,Row,C,Section,12,Shelf,g,/locations/2863
MLK Library,A Level,A-32,Row,C,Section,12,Shelf,h,/locations/2864
MLK Library,A Level,A-32,Row,C,Section,13,Shelf,a,/locations/2865
MLK Library,A Level,A-32,Row,C,Section,13,Shelf,b,/locations/2866
MLK Library,A Level,A-32,Row,C,Section,13,Shelf,c,/locations/2867
MLK Library,A Level,A-32,Row,C,Section,13,Shelf,d,/locations/2868
MLK Library,A Level,A-32,Row,C,Section,13,Shelf,e,/locations/2869
MLK Library,A Level,A-32,Row,C,Section,13,Shelf,f,/locations/2870
MLK Library,A Level,A-32,Row,C,Section,13,Shelf,g,/locations/2871
MLK Library,A Level,A-32,Row,C,Section,13,Shelf,h,/locations/2872
MLK Library,A Level,A-32,Row,C,Section,14,Shelf,a,/locations/2873
MLK Library,A Level,A-32,Row,C,Section,14,Shelf,b,/locations/2874
MLK Library,A Level,A-32,Row,C,Section,14,Shelf,c,/locations/2875
MLK Library,A Level,A-32,Row,C,Section,14,Shelf,d,/locations/2876
MLK Library,A Level,A-32,Row,C,Section,14,Shelf,e,/locations/2877
MLK Library,A Level,A-32,Row,C,Section,14,Shelf,f,/locations/2878
MLK Library,A Level,A-32,Row,C,Section,14,Shelf,g,/locations/2879
MLK Library,A Level,A-32,Row,C,Section,14,Shelf,h,/locations/2880
MLK Library,A Level,A-32,Row,C,Section,15,Shelf,a,/locations/2881
MLK Library,A Level,A-32,Row,C,Section,15,Shelf,b,/locations/2882
MLK Library,A Level,A-32,Row,C,Section,15,Shelf,c,/locations/2883
MLK Library,A Level,A-32,Row,C,Section,15,Shelf,d,/locations/2884
MLK Library,A Level,A-32,Row,C,Section,15,Shelf,e,/locations/2885
MLK Library,A Level,A-32,Row,C,Section,15,Shelf,f,/locations/2886
MLK Library,A Level,A-32,Row,C,Section,15,Shelf,g,/locations/2887
MLK Library,A Level,A-32,Row,C,Section,15,Shelf,h,/locations/2888
MLK Library,A Level,A-32,Row,C,Section,16,Shelf,a,/locations/2889
MLK Library,A Level,A-32,Row,C,Section,16,Shelf,b,/locations/2890
MLK Library,A Level,A-32,Row,C,Section,16,Shelf,c,/locations/2891
MLK Library,A Level,A-32,Row,C,Section,16,Shelf,d,/locations/2892
MLK Library,A Level,A-32,Row,C,Section,16,Shelf,e,/locations/2893
MLK Library,A Level,A-32,Row,C,Section,16,Shelf,f,/locations/2894
MLK Library,A Level,A-32,Row,C,Section,16,Shelf,g,/locations/2895
MLK Library,A Level,A-32,Row,C,Section,16,Shelf,h,/locations/2896
MLK Library,A Level,A-32,Row,C,Section,17,Shelf,a,/locations/2897
MLK Library,A Level,A-32,Row,C,Section,17,Shelf,b,/locations/2898
MLK Library,A Level,A-32,Row,C,Section,17,Shelf,c,/locations/2899
MLK Library,A Level,A-32,Row,C,Section,17,Shelf,d,/locations/2900
MLK Library,A Level,A-32,Row,C,Section,17,Shelf,e,/locations/2901
MLK Library,A Level,A-32,Row,C,Section,17,Shelf,f,/locations/2902
MLK Library,A Level,A-32,Row,C,Section,17,Shelf,g,/locations/2903
MLK Library,A Level,A-32,Row,C,Section,17,Shelf,h,/locations/2904
MLK Library,A Level,A-32,Row,C,Section,18,Shelf,a,/locations/2905
MLK Library,A Level,A-32,Row,C,Section,18,Shelf,b,/locations/2906
MLK Library,A Level,A-32,Row,C,Section,18,Shelf,c,/locations/2907
MLK Library,A Level,A-32,Row,C,Section,18,Shelf,d,/locations/2908
MLK Library,A Level,A-32,Row,C,Section,18,Shelf,e,/locations/2909
MLK Library,A Level,A-32,Row,C,Section,18,Shelf,f,/locations/2910
MLK Library,A Level,A-32,Row,C,Section,18,Shelf,g,/locations/2911
MLK Library,A Level,A-32,Row,C,Section,18,Shelf,h,/locations/2912
MLK Library,A Level,A-32,Row,C,Section,19,Shelf,a,/locations/2913
MLK Library,A Level,A-32,Row,C,Section,19,Shelf,b,/locations/2914
MLK Library,A Level,A-32,Row,C,Section,19,Shelf,c,/locations/2915
MLK Library,A Level,A-32,Row,C,Section,19,Shelf,d,/locations/2916
MLK Library,A Level,A-32,Row,C,Section,19,Shelf,e,/locations/2917
MLK Library,A Level,A-32,Row,C,Section,19,Shelf,f,/locations/2918
MLK Library,A Level,A-32,Row,C,Section,19,Shelf,g,/locations/2919
MLK Library,A Level,A-32,Row,C,Section,19,Shelf,h,/locations/2920
MLK Library,A Level,A-32,Row,C,Section,20,Shelf,a,/locations/2921
MLK Library,A Level,A-32,Row,C,Section,20,Shelf,b,/locations/2922
MLK Library,A Level,A-32,Row,C,Section,20,Shelf,c,/locations/2923
MLK Library,A Level,A-32,Row,C,Section,20,Shelf,d,/locations/2924
MLK Library,A Level,A-32,Row,C,Section,20,Shelf,e,/locations/2925
MLK Library,A Level,A-32,Row,C,Section,20,Shelf,f,/locations/2926
MLK Library,A Level,A-32,Row,C,Section,20,Shelf,g,/locations/2927
MLK Library,A Level,A-32,Row,C,Section,20,Shelf,h,/locations/2928
MLK Library,A Level,A-32,Row,C,Section,21,Shelf,a,/locations/2929
MLK Library,A Level,A-32,Row,C,Section,21,Shelf,b,/locations/2930
MLK Library,A Level,A-32,Row,C,Section,21,Shelf,c,/locations/2931
MLK Library,A Level,A-32,Row,C,Section,21,Shelf,d,/locations/2932
MLK Library,A Level,A-32,Row,C,Section,21,Shelf,e,/locations/2933
MLK Library,A Level,A-32,Row,C,Section,21,Shelf,f,/locations/2934
MLK Library,A Level,A-32,Row,C,Section,21,Shelf,g,/locations/2935
MLK Library,A Level,A-32,Row,C,Section,21,Shelf,h,/locations/2936
MLK Library,A Level,A-32,Row,C,Section,22,Shelf,a,/locations/2937
MLK Library,A Level,A-32,Row,C,Section,22,Shelf,b,/locations/2938
MLK Library,A Level,A-32,Row,C,Section,22,Shelf,c,/locations/2939
MLK Library,A Level,A-32,Row,C,Section,22,Shelf,d,/locations/2940
MLK Library,A Level,A-32,Row,C,Section,22,Shelf,e,/locations/2941
MLK Library,A Level,A-32,Row,C,Section,22,Shelf,f,/locations/2942
MLK Library,A Level,A-32,Row,C,Section,22,Shelf,g,/locations/2943
MLK Library,A Level,A-32,Row,C,Section,22,Shelf,h,/locations/2944
MLK Library,A Level,A-32,Row,C,Section,23,Shelf,a,/locations/2945
MLK Library,A Level,A-32,Row,C,Section,23,Shelf,b,/locations/2946
MLK Library,A Level,A-32,Row,C,Section,23,Shelf,c,/locations/2947
MLK Library,A Level,A-32,Row,C,Section,23,Shelf,d,/locations/2948
MLK Library,A Level,A-32,Row,C,Section,23,Shelf,e,/locations/2949
MLK Library,A Level,A-32,Row,C,Section,23,Shelf,f,/locations/2950
