building,floor,room,coordinate_1_label,coordinate_1_indicator,coordinate_2_label,coordinate_2_indicator,coordinate_3_label,coordinate_3_indicator,uri
MLK Library,A Level,A-32,Row,F,Section,06,Shelf,a,/locations/3361
MLK Library,A Level,A-32,Row,F,Section,06,Shelf,b,/locations/3362
MLK Library,A Level,A-32,Row,F,Section,06,Shelf,c,/locations/3363
MLK Library,A Level,A-32,Row,F,Section,06,Shelf,d,/locations/3364
MLK Library,A Level,A-32,Row,F,Section,06,Shelf,e,/locations/3365
MLK Library,A Level,A-32,Row,F,Section,06,Shelf,f,/locations/3366
MLK Library,A Level,A-32,Row,F,Section,06,Shelf,g,/locations/3367
MLK Library,A Level,A-32,Row,F,Section,06,Shelf,h,/locations/3368
MLK Library,A Level,A-32,Row,F,Section,07,Shelf,a,/locations/3369
MLK Library,A Level,A-32,Row,F,Section,07,Shelf,b,/locations/3370
MLK Library,A Level,A-32,Row,F,Section,07,Shelf,c,/locations/3371
MLK Library,A Level,A-32,Row,F,Section,07,Shelf,d,/locations/3372
MLK Library,A Level,A-32,Row,F,Section,07,Shelf,e,/locations/3373
MLK Library,A Level,A-32,Row,F,Section,07,Shelf,f,/locations/3374
MLK Library,A Level,A-32,Row,F,Section,07,Shelf,g,/locations/3375
MLK Library,A Level,A-32,Row,F,Section,07,Shelf,h,/locations/3376
MLK Library,A Level,A-32,Row,F,Section,08,Shelf,a,/locations/3377
MLK Library,A Level,A-32,Row,F,Section,08,Shelf,b,/locations/3378
MLK Library,A Level,A-32,Row,F,Section,08,Shelf,c,/locations/3379
MLK Library,A Level,A-32,Row,F,Section,08,Shelf,d,/locations/3380
MLK Library,A Level,A-32,Row,F,Section,08,Shelf,e,/locations/3381
MLK Library,A Level,A-32,Row,F,Section,08,Shelf,f,/locations/3382
MLK Library,A Level,A-32,Row,F,Section,08,Shelf,g,/locations/3383
MLK Library,A Level,A-32,Row,F,Section,08,Shelf,h,/locations/3384
MLK Library,A Level,A-32,Row,F,Section,09,Shelf,a,/locations/3385
MLK Library,A Level,A-32,Row,F,Section,09,Shelf,b,/locations/3386
MLK Library,A Level,A-32,Row,F,Section,09,Shelf,c,/locations/3387
MLK Library,A Level,A-32,Row,F,Section,09,Shelf,d,/locations/3388
MLK Library,A Level,A-32,Row,F,Section,09,Shelf,e,/locations/3389
MLK Library,A Level,A-32,Row,F,Section,09,Shelf,f,/locations/3390
MLK Library,A Level,A-32,Row,F,Section,09,Shelf,g,/locations/3391
MLK Library,A Level,A-32,Row,F,Section,09,Shelf,h,/locations/3392
MLK Library,A Level,A-32,Row,F,Section,10,Shelf,a,/locations/3393
MLK Library,A Level,A-32,Row,F,Section,10,Shelf,b,/locations/3394
MLK Library,A Level,A-32,Row,F,Section,10,Shelf,c,/locations/3395
MLK Library,A Level,A-32,Row,F,Section,10,Shelf,d,/locations/3396
MLK Library,A Level,A-32,Row,F,Section,10,Shelf,e,/locations/3397
MLK Library,A Level,A-32,Row,F,Section,10,Shelf,f,/locations/3398
MLK Library,A Level,A-32,Row,F,Section,10,Shelf,g,/locations/3399
MLK Library,A Level,A-32,Row,F,Section,10,Shelf,h,/locations/3400
MLK Library,A Level,A-32,Row,F,Section,11,Shelf,a,/locations/3401
MLK Library,A Level,A-32,Row,F,Section,11,Shelf,b,/locations/3402
MLK Library,A Level,A-32,Row,F,Section,11,Shelf,c,/locations/3403
MLK Library,A Level,A-32,Row,F,Section,11,Shelf,d,/locations/3404
MLK Library,A Level,A-32,Row,F,Section,11,Shelf,e,/locations/3405
MLK Library,A Level,A-32,Row,F,Section,11,Shelf,f,/locations/3406
MLK Library,A Level,A-32,Row,F,Section,11,Shelf,g,/locations/3407
MLK Library,A Level,A-32,Row,F,Section,11,Shelf,h,/locations/3408
MLK Library,A Level,A-32,Row,F,Section,12,Shelf,a,/locations/3409
MLK Library,A Level,A-32,Row,F,Section,12,Shelf,b,/locations/3410
MLK Library,A Level,A-32,Row,F,Section,12,Shelf,c,/locations/3411
MLK Library,A Level,A-32,Row,F,Section,12,Shelf,d,/locations/3412
MLK Library,A Level,A-32,Row,F,Section,12,Shelf,e,/locations/3413
MLK Library,A Level,A-32,Row,F,Section,12,Shelf,f,/locations/3414
MLK Library,A Level,A-32,Row,F,Section,12,Shelf,g,/locations/3415
MLK Library,A Level,A-32,Row,F,Section,12,Shelf,h,/locations/3416
MLK Library,A Level,A-32,Row,F,Section,13,Shelf,a,/locations/3417
MLK Library,A Level,A-32,Row,F,Section,13,Shelf,b,/locations/3418
MLK Library,A Level,A-32,Row,F,Section,13,Shelf,c,/locations/3419
MLK Library,A Level,A-32,Row,F,Section,13,Shelf,d,/locations/3420
MLK Library,A Level,A-32,Row,F,Section,13,Shelf,e,/locations/3421
MLK Library,A Level,A-32,Row,F,Section,13,Shelf,f,/locations/3422
MLK Library,A Level,A-32,Row,F,Section,13,Shelf,g,/locations/3423
MLK Library,A Level,A-32,Row,F,Section,13,Shelf,h,/locations/3424
MLK Library,A Level,A-32,Row,F,Section,14,Shelf,a,/locations/3425
MLK Library,A Level,A-32,Row,F,Section,14,Shelf,b,/locations/3426
MLK Library,A Level,A-32,Row,F,Section,14,Shelf,c,/locations/3427
MLK Library,A Level,A-32,Row,F,Section,14,Shelf,d,/locations/3428
MLK Library,A Level,A-32,Row,F,Section,14,Shelf,e,/locations/3429
MLK Library,A Level,A-32,Row,F,Section,14,Shelf,f,/locations/3430
MLK Library,A Level,A-32,Row,F,Section,14,Shelf,g,/locations/3431
MLK Library,A Level,A-32,Row,F,Section,14,Shelf,h,/locations/3432
MLK Library,A Level,A-32,Row,F,Section,15,Shelf,a,/locations/3433
MLK Library,A Level,A-32,Row,F,Section,15,Shelf,b,/locations/3434
MLK Library,A Level,A-32,Row,F,Section,15,Shelf,c,/locations/3435
MLK Library,A Level,A-32,Row,F,Section,15,Shelf,d,/locations/3436
MLK Library,A Level,A-32,Row,F,Section,15,Shelf,e,/locations/3437
MLK Library,A Level,A-32,Row,F,Section,15,Shelf,f,/locations/3438
MLK Library,A Level,A-32,Row,F,Section,15,Shelf,g,/locations/3439
MLK Library,A Level,A-32,Row,F,Section,15,Shelf,h,/locations/3440
MLK Library,A Level,A-32,Row,F,Section,16,Shelf,a,/locations/3441
MLK Library,A Level,A-32,Row,F,Section,16,Shelf,b,/locations/3442
MLK Library,A Level,A-32,Row,F,Section,16,Shelf,c,/locations/3443
MLK Library,A Level,A-32,Row,F,Section,16,Shelf,d,/locations/3444
MLK Library,A Level,A-32,Row,F,Section,16,Shelf,e,/locations/3445
MLK Library,A Level,A-32,Row,F,Section,16,Shelf,f,/locations/3446
MLK Library,A Level,A-32,Row,F,Section,16,Shelf,g,/locations/3447
MLK Library,A Level,A-32,Row,F,Section,16,Shelf,h,/locations/3448
MLK Library,A Level,A-32,Row,F,Section,17,Shelf,a,/locations/3449
MLK Library,A Level,A-32,Row,F,Section,17,Shelf,b,/locations/3450
MLK Library,A Level,A-32,Row,F,Section,17,Shelf,c,/locations/3451
MLK Library,A Level,A-32,Row,F,Section,17,Shelf,d,/locations/3452
MLK Library,A Level,A-32,Row,F,Section,17,Shelf,e,/locations/3453
MLK Library,A Level,A-32,Row,F,Section,17,Shelf,f,/locations/3454
MLK Library,A Level,A-32,Row,F,Section,17,Shelf,g,/locations/3455
MLK Library,A Level,A-32,Row,F,Section,17,Shelf,h,/locations/3456
MLK Library,A Level,A-32,Row,F,Section,18,Shelf,a,/locations/3457
MLK Library,A Level,A-32,Row,F,Section,18,Shelf,b,/locations/3458
MLK Library,A Level,A-32,Row,F,Section,18,Shelf,c,/locations/3459
MLK Library,A Level,A-32,Row,F,Section,18,Shelf,d,/locations/3460
MLK Library,A Level,A-32,Row,F,Section,18,Shelf,e,/locations/3461
MLK Library,A Level,A-32,Row,F,Section,18,Shelf,f,/locations/3462
MLK Library,A Level,A-32,Row,F,Section,18,Shelf,g,/locations/3463
MLK Library,A Level,A-32,Row,F,Section,18,Shelf,h,/locations/3464
MLK Library,A Level,A-32,Row,F,Section,19,Shelf,a,/locations/3465
MLK Library,A Level,A-32,Row,F,Section,19,Shelf,b,/locations/3466
MLK Library,A Level,A-32,Row,F,Section,19,Shelf,c,/locations/3467
MLK Library,A Level,A-32,Row,F,Section,19,Shelf,d,/locations/3468
MLK Library,A Level,A-32,Row,F,Section,19,Shelf,e,/locations/3469
MLK Library,A Level,A-32,Row,F,Section,19,Shelf,f,/locations/3470
MLK Library,A Level,A-32,Row,F,Section,19,Shelf,g,/locations/3471
MLK Library,A Level,A-32,Row,F,Section,19,Shelf,h,/locations/3472
MLK Library,A Level,A-32,Row,F,Section,20,Shelf,a,/locations/3473
MLK Library,A Level,A-32,Row,F,Section,20,Shelf,b,/locations/3474
MLK Library,A Level,A-32,Row,F,Section,20,Shelf,c,/locations/3475
MLK Library,A Level,A-32,Row,F,Section,20,Shelf,d,/locations/3476
MLK Library,A Level,A-32,Row,F,Section,20,Shelf,e,/locations/3477
MLK Library,A Level,A-32,Row,F,Section,20,Shelf,f,/locations/3478
MLK Library,A Level,A-32,Row,F,Section,20,Shelf,g,/locations/3479
MLK Library,A Level,A-32,Row,F,Section,20,Shelf,h,/locations/3480
MLK Library,A Level,A-32,Row,F,Section,21,Shelf,a,/locations/3481
MLK Library,A Level,A-32,Row,F,Section,21,Shelf,b,/locations/3482
MLK Library,A Level,A-32,Row,F,Section,21,Shelf,c,/locations/3483
MLK Library,A Level,A-32,Row,F,Section,21,Shelf,d,/locations/3484
MLK Library,A Level,A-32,Row,F,Section,21,Shelf,e,/locations/3485
MLK Library,A Level,A-32,Row,F,Section,21,Shelf,f,/locations/3486
MLK Library,A Level,A-32,Row,F,Section,21,Shelf,g,/locations/3487
MLK Library,A Level,A-32,Row,F,Section,21,Shelf,h,/locations/3488
MLK Library,A Level,A-32,Row,F,Section,22,Shelf,a,/locations/3489
MLK Library,A Level,A-32,Row,F,Section,22,Shelf,b,/locations/3490
MLK Library,A Level,A-32,Row,F,Section,22,Shelf,c,/locations/3491
MLK Library,A Level,A-32,Row,F,Section,22,Shelf,d,/locations/3492
MLK Library,A Level,A-32,Row,F,Section,22,Shelf,e,/locations/3493
MLK Library,A Level,A-32,Row,F,Section,22,Shelf,f,/locations/3494
MLK Library,A Level,A-32,Row,F,Section,22,Shelf,g,/locations/3495
MLK Library,A Level,A-32,Row,F,Section,22,Shelf,h,/locations/3496
MLK Library,A Level,A-32,Row,F,Section,23,Shelf,a,/locations/3497
MLK Library,A Level,A-32,Row,F,Section,23,Shelf,b,/locations/3498
MLK Library,A Level,A-32,Row,F,Section,23,Shelf,c,/locations/3499
MLK Library,A Level,A-32,Row,F,Section,23,Shelf,d,/locations/3500
MLK Library,A Level,A-32,Row,F,Section,23,Shelf,e,/locations/3501
MLK Library,A Level,A-32,Row,F,Section,23,Shelf,f,/locations/3502
MLK Library,A Level,A-32,Row,F,Section,23,Shelf,g,/locations/3503
MLK Library,A Level,A-32,Row,F,Section,23,Shelf,h,/locations/3504
MLK Library,A Level,A-32,Row,G,Section,01,Shelf,a,/locations/3505
MLK Library,A Level,A-32,Row,G,Section,01,Shelf,b,/locations/3506
MLK Library,A Level,A-32,Row,G,Section,01,Shelf,c,/locations/3507
MLK Library,A Level,A-32,Row,G,Section,01,Shelf,d,/locations/3508
MLK Library,A Level,A-32,Row,G,Section,01,Shelf,e,/locations/3509
MLK Library,A Level,A-32,Row,G,Section,01,Shelf,f,/locations/3510
MLK Library,A Level,A-32,Row,G,Section,01,Shelf,g,/locations/3511
MLK Library,A Level,A-32,Row,G,Section,01,Shelf,h,/locations/3512
MLK Library,A Level,A-32,Row,G,Section,02,Shelf,a,/locations/3513
MLK Library,A Level,A-32,Row,G,Section,02,Shelf,b,/locations/3514
MLK Library,A Level,A-32,Row,G,Section,02,Shelf,c,/locations/3515
MLK Library,A Level,A-32,Row,G,Section,02,Shelf,d,/locations/3516
MLK Library,A Level,A-32,Row,G,Section,02,Shelf,e,/locations/3517
MLK Library,A Level,A-32,Row,G,Section,02,Shelf,f,/locations/3518
MLK Library,A Level,A-32,Row,G,Section,02,Shelf,g,/locations/3519
MLK Library,A Level,A-32,Row,G,Section,02,Shelf,h,/locations/3520
MLK Library,A Level,A-32,Row,G,Section,03,Shelf,a,/locations/3521
MLK Library,A Level,A-32,Row,G,Section,03,Shelf,b,/locations/3522
MLK Library,A Level,A-32,Row,G,Section,03,Shelf,c,/locations/3523
MLK Library,A Level,A-32,Row,G,Section,03,Shelf,d,/locations/3524
MLK Library,A Level,A-32,Row,G,Section,03,Shelf,e,/locations/3525
MLK Library,A Level,A-32,Row,G,Section,03,Shelf,f,/locations/3526
MLK Library,A Level,A-32,Row,G,Section,03,Shelf,g,/locations/3527
MLK Library,A Level,A-32,Row,G,Section,03,Shelf,h,/locations/3528
MLK Library,A Level,A-32,Row,G,Section,04,Shelf,a,/locations/3529
MLK Library,A Level,A-32,Row,G,Section,04,Shelf,b,/locations/3530
MLK Library,A Level,A-32,Row,G,Section,04,Shelf,c,/locations/3531
MLK Library,A Level,A-32,Row,G,Section,04,Shelf,d,/locations/3532
MLK Library,A Level,A-32,Row,G,Section,04,Shelf,e,/locations/3533
MLK Library,A Level,A-32,Row,G,Section,04,Shelf,f,/locations/3534
MLK Library,A Level,A-32,Row,G,Section,04,Shelf,g,/locations/3535
MLK Library,A Level,A-32,Row,G,Section,04,Shelf,h,/locations/3536
MLK Library,A Level,A-32,Row,G,Section,05,Shelf,a,/locations/3537
MLK Library,A Level,A-32,Row,G,Section,05,Shelf,b,/locations/3538
MLK Library,A Level,A-32,Row,G,Section,05,Shelf,c,/locations/3539
MLK Library,A Level,A-32,Row,G,Section,05,Shelf,d,/locations/3540
MLK Library,A Level,A-32,Row,G,Section,05,Shelf,e,/locations/3541
MLK Library,A Level,A-32,Row,G,Section,05,Shelf,f,/locations/3542
MLK Library,A Level,A-32,Row,G,Section,05,Shelf,g,/locations/3543
MLK Library,A Level,A-32,Row,G,Section,05,Shelf,h,/locations/3544
MLK Library,A Level,A-32,Row,G,Section,06,Shelf,a,/locations/3545
MLK Library,A Level,A-32,Row,G,Section,06,Shelf,b,/locations/3546
MLK Library,A Level,A-32,Row,G,Section,06,Shelf,c,/locations/3547
MLK Library,A Level,A-32,Row,G,Section,06,Shelf,d,/locations/3548
MLK Library,A Level,A-32,Row,G,Section,06,Shelf,e,/locations/3549
MLK Library,A Level,A-32,Row,G,Section,06,Shelf,f,/locations/3550
MLK Library,A Level,A-32,Row,G,Section,06,Shelf,g,/locations/3551
MLK Library,A Level,A-32,Row,G,Section,06,Shelf,h,/locations/3552
MLK Library,A Level,A-32,Row,G,Section,07,Shelf,a,/locations/3553
MLK Library,A Level,A-32,Row,G,Section,07,Shelf,b,/locations/3554
MLK Library,A Level,A-32,Row,G,Section,07,Shelf,c,/locations/3555
MLK Library,A Level,A-32,Row,G,Section,07,Shelf,d,/locations/3556
MLK Library,A Level,A-32,Row,G,Section,07,Shelf,e,/locations/3557
MLK Library,A Level,A-32,Row,G,Section,07,Shelf,f,/locations/3558
MLK Library,A Level,A-32,Row,G,Section,07,Shelf,g,/locations/3559
MLK Library,A Level,A-32,Row,G,Section,07,Shelf,h,/locations/3560
MLK Library,A Level,A-32,Row,G,Section,08,Shelf,a,/locations/3561
MLK Library,A Level,A-32,Row,G,Section,08,Shelf,b,/locations/3562
MLK Library,A Level,A-32,Row,G,Section,08,Shelf,c,/locations/3563
MLK Library,A Level,A-32,Row,G,Section,08,Shelf,d,/locations/3564
MLK Library,A Level,A-32,Row,G,Section,08,Shelf,e,/locations/3565
MLK Library,A Level,A-32,Row,G,Section,08,Shelf,f,/locations/3566
MLK Library,A Level,A-32,Row,G,Section,08,Shelf,g,/locations/3567
MLK Library,A Level,A-32,Row,G,Section,08,Shelf,h,/locations/3568
MLK Library,A Level,A-32,Row,G,Section,09,Shelf,a,/locations/3569
MLK Library,A Level,A-32,Row,G,Section,09,Shelf,b,/locations/3570
MLK Library,A Level,A-32,Row,G,Section,09,Shelf,c,/locations/3571
MLK Library,A Level,A-32,Row,G,Section,09,Shelf,d,/locations/3572
MLK Library,A Level,A-32,Row,G,Section,09,Shelf,e,/locations/3573
MLK Library,A Level,A-32,Row,G,Section,09,Shelf,f,/locations/3574
MLK Library,A Level,A-32,Row,G,Section,09,Shelf,g,/locations/3575
MLK Library,A Level,A-32,Row,G,Section,09,Shelf,h,/locations/3576
MLK Library,A Level,A-32,Row,G,Section,10,Shelf,a,/locations/3577
MLK Library,A Level,A-32,Row,G,Section,10,Shelf,b,/locations/3578
MLK Library,A Level,A-32,Row,G,Section,10,Shelf,c,/locations/3579
MLK Library,A Level,A-32,Row,G,Section,10,Shelf,d,/locations/3580
MLK Library,A Level,A-32,Row,G,Section,10,Shelf,e,/locations/3581
MLK Library,A Level,A-32,Row,G,Section,10,Shelf,f,/locations/3582
MLK Library,A Level,A-32,Row,G,Section,10,Shelf,g,/locations/3583
MLK Library,A Level,A-32,Row,G,Section,10,Shelf,h,/locations/3584
MLK Library,A Level,A-32,Row,G,Section,11,Shelf,a,/locations/3585
MLK Library,A Level,A-32,Row,G,Section,11,Shelf,b,/locations/3586
MLK Library,A Level,A-32,Row,G,Section,11,Shelf,c,/locations/3587
MLK Library,A Level,A-32,Row,G,Section,11,Shelf,d,/locations/3588
MLK Library,A Level,A-32,Row,G,Section,11,Shelf,e,/locations/3589
MLK Library,A Level,A-32,Row,G,Section,11,Shelf,f,/locations/3590
MLK Library,A Level,A-32,Row,G,Section,11,Shelf,g,/locations/3591
MLK Library,A Level,A-32,Row,G,Section,11,Shelf,h,/locations/3592
MLK Library,A Level,A-32,Row,G,Section,12,Shelf,a,/locations/3593
MLK Library,A Level,A-32,Row,G,Section,12,Shelf,b,/locations/3594
MLK Library,A Level,A-32,Row,G,Section,12,Shelf,c,/locations/3595
MLK Library,A Level,A-32,Row,G,Section,12,Shelf,d,/locations/3596
MLK Library,A Level,A-32,Row,G,Section,12,Shelf,e,/locations/3597
MLK Library,A Level,A-32,Row,G,Section,12,Shelf,f,/locations/3598
MLK Library,A Level,A-32,Row,G,Section,12,Shelf,g,/locations/3599
MLK Library,A Level,A-32,Row,G,Section,12,Shelf,h,/locations/3600
MLK Library,A Level,A-32,Row,G,Section,13,Shelf,a,/locations/3601
MLK Library,A Level,A-32,Row,G,Section,13,Shelf,b,/locations/3602
MLK Library,A Level,A-32,Row,G,Section,13,Shelf,c,/locations/3603
MLK Library,A Level,A-32,Row,G,Section,13,Shelf,d,/locations/3604
MLK Library,A Level,A-32,Row,G,Section,13,Shelf,e,/locations/3605
MLK Library,A Level,A-32,Row,G,Section,13,Shelf,f,/locations/3606
MLK Library,A Level,A-32,Row,G,Section,13,Shelf,g,/locations/3607
MLK Library,A Level,A-32,Row,G,Section,13,Shelf,h,/locations/3608
MLK Library,A Level,A-32,Row,G,Section,14,Shelf,a,/locations/3609
MLK Library,A Level,A-32,Row,G,Section,14,Shelf,b,/locations/3610
MLK Library,A Level,A-32,Row,G,Section,14,Shelf,c,/locations/3611
MLK Library,A Level,A-32,Row,G,Section,14,Shelf,d,/locations/3612
MLK Library,A Level,A-32,Row,G,Section,14,Shelf,e,/locations/3613
MLK Library,A Level,A-32,Row,G,Section,14,Shelf,f,/locations/3614
MLK Library,A Level,A-32,Row,G,Section,14,Shelf,g,/locations/3615
MLK Library,A Level,A-32,Row,G,Section,14,Shelf,h,/locations/3616
MLK Library,A Level,A-32,Row,G,Section,15,Shelf,a,/locations/3617
MLK Library,A Level,A-32,Row,G,Section,15,Shelf,b,/locations/3618
MLK Library,A Level,A-32,Row,G,Section,15,Shelf,c,/locations/3619
MLK Library,A Level,A-32,Row,G,Section,15,Shelf,d,/locations/3620
MLK Library,A Level,A-32,Row,G,Section,15,Shelf,e,/locations/3621
MLK Library,A Level,A-32,Row,G,Section,15,Shelf,f,/locations/3622
MLK Library,A Level,A-32,Row,G,Section,15,Shelf,g,/locations/3623
MLK Library,A Level,A-32,Row,G,Section,15,Shelf,h,/locations/3624
MLK Library,A Level,A-32,Row,G,Section,16,Shelf,a,/locations/3625
MLK Library,A Level,A-32,Row,G,Section,16,Shelf,b,/locations/3626
MLK Library,A Level,A-32,Row,G,Section,16,Shelf,c,/locations/3627
MLK Library,A Level,A-32,Row,G,Section,16,Shelf,d,/locations/3628
MLK Library,A Level,A-32,Row,G,Section,16,Shelf,e,/locations/3629
MLK Library,A Level,A-32,Row,G,Section,16,Shelf,f,/locations/3630
MLK Library,A Level,A-32,Row,G,Section,16,Shelf,g,/locations/3631
MLK Library,A Level,A-32,Row,G,Section,16,Shelf,h,/locations/3632
MLK Library,A Level,A-32,Row,G,Section,17,Shelf,a,/locations/3633
MLK Library,A Level,A-32,Row,G,Section,17,Shelf,b,/locations/3634
MLK Library,A Level,A-32,Row,G,Section,17,Shelf,c,/locations/3635
MLK Library,A Level,A-32,Row,G,Section,17,Shelf,d,/locations/3636
MLK Library,A Level,A-32,Row,G,Section,17,Shelf,e,/locations/3637
MLK Library,A Level,A-32,Row,G,Section,17,Shelf,f,/locations/3638
MLK Library,A Level,A-32,Row,G,Section,17,Shelf,g,/locations/3639
MLK Library,A Level,A-32,Row,G,Section,17,Shelf,h,/locations/3640
MLK Library,A Level,A-32,Row,G,Section,18,Shelf,a,/locations/3641
MLK Library,A Level,A-32,Row,G,Section,18,Shelf,b,/locations/3642
MLK Library,A Level,A-32,Row,G,Section,18,Shelf,c,/locations/3643
MLK Library,A Level,A-32,Row,G,Section,18,Shelf,d,/locations/3644
MLK Library,A Level,A-32,Row,G,Section,18,Shelf,e,/locations/3645
MLK Library,A Level,A-32,Row,G,Section,18,Shelf,f,/locations/3646
MLK Library,A Level,A-32,Row,G,Section,18,Shelf,g,/locations/3647
MLK Library,A Level,A-32,Row,G,Section,18,Shelf,h,/locations/3648
MLK Library,A Level,A-32,Row,G,Section,19,Shelf,a,/locations/3649
MLK Library,A Level,A-32,Row,G,Section,19,Shelf,b,/locations/3650
MLK Library,A Level,A-32,Row,G,Section,19,Shelf,c,/locations/3651
MLK Library,A Level,A-32,Row,G,Section,19,Shelf,d,/locations/3652
MLK Library,A Level,A-32,Row,G,Section,19,Shelf,e,/locations/3653
MLK Library,A Level,A-32,Row,G,Section,19,Shelf,f,/locations/3654
MLK Library,A Level,A-32,Row,G,Section,19,Shelf,g,/locations/3655
MLK Library,A Level,A-32,Row,G,Section,19,Shelf,h,/locations/3656
MLK Library,A Level,A-32,Row,G,Section,20,Shelf,a,/locations/3657
MLK Library,A Level,A-32,Row,G,Section,20,Shelf,b,/locations/3658
MLK Library,A Level,A-32,Row,G,Section,20,Shelf,c,/locations/3659
MLK Library,A Level,A-32,Row,G,Section,20,Shelf,d,/locations/3660
MLK Library,A Level,A-32,Row,G,Section,20,Shelf,e,/locations/3661
MLK Library,A Level,A-32,Row,G,Section,20,Shelf,f,/locations/3662
MLK Library,A Level,A-32,Row,G,Section,20,Shelf,g,/locations/3663
MLK Library,A Level,A-32,Row,G,Section,20,Shelf,h,/locations/3664
MLK Library,A Level,A-32,Row,G,Section,21,Shelf,a,/locations/3665
MLK Library,A Level,A-32,Row,G,Section,21,Shelf,b,/locations/3666
MLK Library,A Level,A-32,Row,G,Section,21,Shelf,c,/locations/3667
MLK Library,A Level,A-32,Row,G,Section,21,Shelf,d,/locations/3668
MLK Library,A Level,A-32,Row,G,Section,21,Shelf,e,/locations/3669
MLK Library,A Level,A-32,Row,G,Section,21,Shelf,f,/locations/3670
MLK Library,A Level,A-32,Row,G,Section,21,Shelf,g,/locations/3671
MLK Library,A Level,A-32,Row,G,Section,21,Shelf,h,/locations/3672
MLK Library,A Level,A-32,Row,G,Section,22,Shelf,a,/locations/3673
MLK Library,A Level,A-32,Row,G,Section,22,Shelf,b,/locations/3674
MLK Library,A Level,A-32,Row,G,Section,22,Shelf,c,/locations/3675
MLK Library,A Level,A-32,Row,G,Section,22,Shelf,d,/locations/3676
MLK Library,A Level,A-32,Row,G,Section,22,Shelf,e,/locations/3677
MLK Library,A Level,A-32,Row,G,Section,22,Shelf,f,/locations/3678
MLK Library,A Level,A-32,Row,G,Section,22,Shelf,g,/locations/3679
MLK Library,A Level,A-32,Row,G,Section,22,Shelf,h,/locations/3680
MLK Library,A Level,A-32,Row,G,Section,23,Shelf,a,/locations/3681
MLK Library,A Level,A-32,Row,G,Section,23,Shelf,b,/locations/3682
MLK Library,A Level,A-32,Row,G,Section,23,Shelf,c,/locations/3683
MLK Library,A Level,A-32,Row,G,Section,23,Shelf,d,/locations/3684
MLK Library,A Level,A-32,Row,G,Section,23,Shelf,e,/locations/3685
MLK Library,A Level,A-32,Row,G,Section,23,Shelf,f,/locations/3686
MLK Library,A Level,A-32,Row,G,Section,23,Shelf,g,/locations/3687
MLK Library,A Level,A-32,Row,G,Section,23,Shelf,h,/locations/3688
MLK Library,A Level,A-32,Row,H,Section,01,Shelf,a,/locations/3689
MLK Library,A Level,A-32,Row,H,Section,01,Shelf,b,/locations/3690
MLK Library,A Level,A-32,Row,H,Section,01,Shelf,c,/locations/3691
MLK Library,A Level,A-32,Row,H,Section,01,Shelf,d,/locations/3692
MLK Library,A Level,A-32,Row,H,Section,01,Shelf,e,/locations/3693
MLK Library,A Level,A-32,Row,H,Section,01,Shelf,f,/locations/3694
MLK Library,A Level,A-32,Row,H,Section,01,Shelf,g,/locations/3695
MLK Library,A Level,A-32,Row,H,Section,01,Shelf,h,/locations/3696
MLK Library,A Level,A-32,Row,H,Section,02,Shelf,a,/locations/3697
MLK Library,A Level,A-32,Row,H,Section,02,Shelf,b,/locations/3698
MLK Library,A Level,A-32,Row,H,Section,08,Shelf,e,/locations/3749
MLK Library,A Level,A-32,Row,H,Section,08,Shelf,f,/locations/3750
MLK Library,A Level,A-32,Row,H,Section,08,Shelf,g,/locations/3751
MLK Library,A Level,A-32,Row,H,Section,08,Shelf,h,/locations/3752
MLK Library,A Level,A-32,Row,H,Section,09,Shelf,a,/locations/3753
MLK Library,A Level,A-32,Row,H,Section,09,Shelf,b,/locations/3754
MLK Library,A Level,A-32,Row,H,Section,09,Shelf,c,/locations/3755
MLK Library,A Level,A-32,Row,H,Section,09,Shelf,d,/locations/3756
MLK Library,A Level,A-32,Row,H,Section,09,Shelf,e,/locations/3757
MLK Library,A Level,A-32,Row,H,Section,09,Shelf,f,/locations/3758
MLK Library,A Level,A-32,Row,H,Section,09,Shelf,g,/locations/3759
MLK Library,A Level,A-32,Row,H,Section,09,Shelf,h,/locations/3760
MLK Library,A Level,A-32,Row,H,Section,10,Shelf,a,/locations/3761
MLK Library,A Level,A-32,Row,H,Section,10,Shelf,b,/locations/3762
MLK Library,A Level,A-32,Row,H,Section,10,Shelf,c,/locations/3763
MLK Library,A Level,A-32,Row,H,Section,10,Shelf,d,/locations/3764
MLK Library,A Level,A-32,Row,H,Section,10,Shelf,e,/locations/3765
MLK Library,A Level,A-32,Row,H,Section,10,Shelf,f,/locations/3766
MLK Library,A Level,A-32,Row,H,Section,10,Shelf,g,/locations/3767
MLK Library,A Level,A-32,Row,H,Section,10,Shelf,h,/locations/3768
MLK Library,A Level,A-32,Row,H,Section,11,Shelf,a,/locations/3769
MLK Library,A Level,A-32,Row,H,Section,11,Shelf,b,/locations/3770
MLK Library,A Level,A-32,Row,H,Section,11,Shelf,c,/locations/3771
MLK Library,A Level,A-32,Row,H,Section,11,Shelf,d,/locations/3772
MLK Library,A Level,A-32,Row,H,Section,11,Shelf,e,/locations/3773
MLK Library,A Level,A-32,Row,H,Section,02,Shelf,c,/locations/3699
MLK Library,A Level,A-32,Row,H,Section,02,Shelf,d,/locations/3700
MLK Library,A Level,A-32,Row,H,Section,02,Shelf,e,/locations/3701
